Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      45/374         sObject::isValueDef() const [156]
                0.00    0.00      45/376         sDef::type() const [155]
                0.00    0.00      45/111         sExpr::settype(tType const&) [180]
                0.00    0.00      34/139         SymTab::getDef(std::string const&) const [177]
                0.00    0.00      16/29          SymTabComb::getDef(std::string const&) const [262]
                0.00    0.00       5/5           sObject::isConstDef() const [354]
                0.00    0.00       2/6           sObject::isGlobal() const [348]
-----------------------------------------------
                0.00    0.00      45/45          yyparse() [57]
[215]    0.0    0.00    0.00      45         sVar::sVar(std::string*) [215]
                0.00    0.00      45/75          sExpr::sExpr() [199]
-----------------------------------------------
                0.00    0.00       2/45          sFor::~sFor() <cycle 2> [406]
                0.00    0.00       4/45          sSubscript::~sSubscript() <cycle 1> [367]
                0.00    0.00       4/45          sUnOp::~sUnOp() [374]
                0.00    0.00       4/45          sVarDef::~sVarDef() [342]
                0.00    0.00      12/45          sBinOp::~sBinOp() <cycle 1> [294]
                0.00    0.00      19/45          sList<sExpr>::~sList() <cycle 1> [269]
[216]    0.0    0.00    0.00      45         sVar::~sVar() [216]
                0.00    0.00      45/45          sVar::~sVar() [217]
-----------------------------------------------
                0.00    0.00      45/45          sVar::~sVar() [216]
[217]    0.0    0.00    0.00      45         sVar::~sVar() [217]
                0.00    0.00      45/96          sExpr::~sExpr() [183]
-----------------------------------------------
                0.00    0.00      45/45          quSubState::~quSubState() [210]
[218]    0.0    0.00    0.00      45         quBaseState::isbasestate() const [218]
-----------------------------------------------
                0.00    0.00      44/44          sDefList::sDefList() [61]
[219]    0.0    0.00    0.00      44         sList<sDef>::sList() [219]
                0.00    0.00      44/518         sObject::sObject(unsigned int) [151]
-----------------------------------------------
                0.00    0.00      44/44          sDefList::~sDefList() [222]
[220]    0.0    0.00    0.00      44         sList<sDef>::~sList() [220]
                0.00    0.00     263/263         sArgDef::~sArgDef() [169]
                0.00    0.00      44/518         sObject::~sObject() [152]
                0.00    0.00       6/7           sVarDef::~sVarDef() [341]
-----------------------------------------------
                0.00    0.00      44/44          sRoutDef::~sRoutDef() [251]
[221]    0.0    0.00    0.00      44         sDefList::~sDefList() [221]
                0.00    0.00      44/44          sDefList::~sDefList() [222]
-----------------------------------------------
                0.00    0.00      44/44          sDefList::~sDefList() [221]
[222]    0.0    0.00    0.00      44         sDefList::~sDefList() [222]
                0.00    0.00      44/44          sList<sDef>::~sList() [220]
-----------------------------------------------
                0.00    0.00      44/44          std::list<sObject*, std::allocator<sObject*> >::size() const [224]
[223]    0.0    0.00    0.00      44         std::list<sObject*, std::allocator<sObject*> >::end() const [223]
                0.00    0.00      44/88          std::_List_const_iterator<sObject*>::_List_const_iterator(std::__detail::_List_node_base const*) [186]
-----------------------------------------------
                0.00    0.00      44/44          qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[224]    0.0    0.00    0.00      44         std::list<sObject*, std::allocator<sObject*> >::size() const [224]
                0.00    0.00      44/44          std::list<sObject*, std::allocator<sObject*> >::begin() const [225]
                0.00    0.00      44/44          std::list<sObject*, std::allocator<sObject*> >::end() const [223]
                0.00    0.00      44/44          std::iterator_traits<std::_List_const_iterator<sObject*> >::difference_type std::distance<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*>, std::_List_const_iterator<sObject*>) [228]
-----------------------------------------------
                0.00    0.00      44/44          std::list<sObject*, std::allocator<sObject*> >::size() const [224]
[225]    0.0    0.00    0.00      44         std::list<sObject*, std::allocator<sObject*> >::begin() const [225]
                0.00    0.00      44/88          std::_List_const_iterator<sObject*>::_List_const_iterator(std::__detail::_List_node_base const*) [186]
-----------------------------------------------
                0.00    0.00      44/44          std::iterator_traits<std::_List_const_iterator<sObject*> >::difference_type std::distance<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*>, std::_List_const_iterator<sObject*>) [228]
[226]    0.0    0.00    0.00      44         std::iterator_traits<std::_List_const_iterator<sObject*> >::difference_type std::__distance<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*>, std::_List_const_iterator<sObject*>, std::input_iterator_tag) [226]
                0.00    0.00     830/830         std::_List_const_iterator<sObject*>::operator!=(std::_List_const_iterator<sObject*> const&) const [143]
                0.00    0.00     786/786         std::_List_const_iterator<sObject*>::operator++() [144]
-----------------------------------------------
                0.00    0.00      44/44          std::iterator_traits<std::_List_const_iterator<sObject*> >::difference_type std::distance<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*>, std::_List_const_iterator<sObject*>) [228]
[227]    0.0    0.00    0.00      44         std::iterator_traits<std::_List_const_iterator<sObject*> >::iterator_category std::__iterator_category<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*> const&) [227]
-----------------------------------------------
                0.00    0.00      44/44          std::list<sObject*, std::allocator<sObject*> >::size() const [224]
[228]    0.0    0.00    0.00      44         std::iterator_traits<std::_List_const_iterator<sObject*> >::difference_type std::distance<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*>, std::_List_const_iterator<sObject*>) [228]
                0.00    0.00      44/44          std::iterator_traits<std::_List_const_iterator<sObject*> >::iterator_category std::__iterator_category<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*> const&) [227]
                0.00    0.00      44/44          std::iterator_traits<std::_List_const_iterator<sObject*> >::difference_type std::__distance<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*>, std::_List_const_iterator<sObject*>, std::input_iterator_tag) [226]
-----------------------------------------------
                0.00    0.00       1/43          __gnu_cxx::new_allocator<tValue>::construct(tValue*, tValue const&) [110]
                0.00    0.00      42/43          __gnu_cxx::new_allocator<sObject*>::construct(sObject**, sObject* const&) [231]
[229]    0.0    0.00    0.00      43         operator new(unsigned long, void*) [229]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::_M_erase(std::_List_iterator<sObject*>) [242]
[230]    0.0    0.00    0.00      42         __gnu_cxx::new_allocator<sObject*>::destroy(sObject**) [230]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::_M_create_node(sObject* const&) [239]
[231]    0.0    0.00    0.00      42         __gnu_cxx::new_allocator<sObject*>::construct(sObject**, sObject* const&) [231]
                0.00    0.00      42/43          operator new(unsigned long, void*) [229]
-----------------------------------------------
                0.00    0.00      42/42          std::_List_base<sObject*, std::allocator<sObject*> >::_M_put_node(std::_List_node<sObject*>*) [238]
[232]    0.0    0.00    0.00      42         __gnu_cxx::new_allocator<std::_List_node<sObject*> >::deallocate(std::_List_node<sObject*>*, unsigned long) [232]
-----------------------------------------------
                0.00    0.00      42/42          std::_List_base<sObject*, std::allocator<sObject*> >::_M_get_node() [237]
[233]    0.0    0.00    0.00      42         __gnu_cxx::new_allocator<std::_List_node<sObject*> >::allocate(unsigned long, void const*) [233]
                0.00    0.00      42/42          __gnu_cxx::new_allocator<std::_List_node<sObject*> >::max_size() const [235]
-----------------------------------------------
                0.00    0.00      42/42          qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[234]    0.0    0.00    0.00      42         sObject::isInclude() const [234]
                0.00    0.00      19/374         sQuOpDef::object() const [157]
                0.00    0.00      16/369         sQuFunDef::object() const [158]
                0.00    0.00       3/48          sConstDef::object() const [206]
                0.00    0.00       2/13          sCall::object() const [318]
                0.00    0.00       1/85          sVarDef::object() const [187]
                0.00    0.00       1/58          sProcDef::object() const [203]
-----------------------------------------------
                0.00    0.00      42/42          __gnu_cxx::new_allocator<std::_List_node<sObject*> >::allocate(unsigned long, void const*) [233]
[235]    0.0    0.00    0.00      42         __gnu_cxx::new_allocator<std::_List_node<sObject*> >::max_size() const [235]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::front() [241]
[236]    0.0    0.00    0.00      42         std::_List_iterator<sObject*>::operator*() const [236]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::_M_create_node(sObject* const&) [239]
[237]    0.0    0.00    0.00      42         std::_List_base<sObject*, std::allocator<sObject*> >::_M_get_node() [237]
                0.00    0.00      42/42          __gnu_cxx::new_allocator<std::_List_node<sObject*> >::allocate(unsigned long, void const*) [233]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::_M_erase(std::_List_iterator<sObject*>) [242]
[238]    0.0    0.00    0.00      42         std::_List_base<sObject*, std::allocator<sObject*> >::_M_put_node(std::_List_node<sObject*>*) [238]
                0.00    0.00      42/42          __gnu_cxx::new_allocator<std::_List_node<sObject*> >::deallocate(std::_List_node<sObject*>*, unsigned long) [232]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::_M_insert(std::_List_iterator<sObject*>, sObject* const&) [243]
[239]    0.0    0.00    0.00      42         std::list<sObject*, std::allocator<sObject*> >::_M_create_node(sObject* const&) [239]
                0.00    0.00      42/42          std::_List_base<sObject*, std::allocator<sObject*> >::_M_get_node() [237]
                0.00    0.00      42/84          sObject** std::__addressof<sObject*>(sObject*&) [195]
                0.00    0.00      42/84          std::_List_base<sObject*, std::allocator<sObject*> >::_M_get_Tp_allocator() const [190]
                0.00    0.00      42/84          std::allocator<sObject*>::~allocator() [193]
                0.00    0.00      42/42          __gnu_cxx::new_allocator<sObject*>::construct(sObject**, sObject* const&) [231]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::push_back(sObject* const&) [245]
[240]    0.0    0.00    0.00      42         std::list<sObject*, std::allocator<sObject*> >::end() [240]
                0.00    0.00      42/126         std::_List_iterator<sObject*>::_List_iterator(std::__detail::_List_node_base*) [178]
-----------------------------------------------
                0.00    0.00      42/42          qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[241]    0.0    0.00    0.00      42         std::list<sObject*, std::allocator<sObject*> >::front() [241]
                0.00    0.00      42/84          std::list<sObject*, std::allocator<sObject*> >::begin() [194]
                0.00    0.00      42/42          std::_List_iterator<sObject*>::operator*() const [236]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::pop_front() [244]
[242]    0.0    0.00    0.00      42         std::list<sObject*, std::allocator<sObject*> >::_M_erase(std::_List_iterator<sObject*>) [242]
                0.00    0.00      42/84          sObject** std::__addressof<sObject*>(sObject*&) [195]
                0.00    0.00      42/84          std::_List_base<sObject*, std::allocator<sObject*> >::_M_get_Tp_allocator() const [190]
                0.00    0.00      42/84          std::allocator<sObject*>::~allocator() [193]
                0.00    0.00      42/42          __gnu_cxx::new_allocator<sObject*>::destroy(sObject**) [230]
                0.00    0.00      42/42          std::_List_base<sObject*, std::allocator<sObject*> >::_M_put_node(std::_List_node<sObject*>*) [238]
-----------------------------------------------
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::push_back(sObject* const&) [245]
[243]    0.0    0.00    0.00      42         std::list<sObject*, std::allocator<sObject*> >::_M_insert(std::_List_iterator<sObject*>, sObject* const&) [243]
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::_M_create_node(sObject* const&) [239]
-----------------------------------------------
                0.00    0.00      42/42          qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[244]    0.0    0.00    0.00      42         std::list<sObject*, std::allocator<sObject*> >::pop_front() [244]
                0.00    0.00      42/84          std::list<sObject*, std::allocator<sObject*> >::begin() [194]
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::_M_erase(std::_List_iterator<sObject*>) [242]
-----------------------------------------------
                0.00    0.00      42/42          yyparse() [57]
[245]    0.0    0.00    0.00      42         std::list<sObject*, std::allocator<sObject*> >::push_back(sObject* const&) [245]
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::end() [240]
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::_M_insert(std::_List_iterator<sObject*>, sObject* const&) [243]
-----------------------------------------------
                0.00    0.00       4/41          sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00      37/41          sCall::typecheck(SymTable*, SymTable*) [305]
[246]    0.0    0.00    0.00      41         sRoutDef::args() [246]
-----------------------------------------------
                0.00    0.00      16/41          sVarDef::typecheck(SymTable*, SymTable*) [103]
                0.00    0.00      25/41          sBinOp::typecheck(SymTable*, SymTable*) [317]
[247]    0.0    0.00    0.00      41         tType::operator==(BaseType) const [247]
-----------------------------------------------
                0.00    0.00       2/38          sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00       4/38          sListFunct::sListFunct(ObjType, sExprList*) [361]
                0.00    0.00       4/38          sSubscript::typecheck(SymTable*, SymTable*) [364]
                0.00    0.00       6/38          sExprList::typecheck(SymTable*, SymTable*) [332]
                0.00    0.00      22/38          sCall::typecheck(SymTable*, SymTable*) [305]
[248]    0.0    0.00    0.00      38         sList<sExpr>::next(void*&) const [248]
-----------------------------------------------
                0.00    0.00       2/37          sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00       4/37          sSubscript::sSubscript(sVar*, sExprList*) [365]
                0.00    0.00       4/37          sListFunct::sListFunct(ObjType, sExprList*) [361]
                0.00    0.00       4/37          sSubscript::typecheck(SymTable*, SymTable*) [364]
                0.00    0.00       8/37          sExprList::typecheck(SymTable*, SymTable*) [332]
                0.00    0.00      15/37          sCall::typecheck(SymTable*, SymTable*) [305]
[249]    0.0    0.00    0.00      37         sList<sExpr>::first(void*&) const [249]
-----------------------------------------------
                0.00    0.00       1/36          sProcDef::sProcDef(std::string*, sDefList*, sDefList*, sStmtList*, int) [515]
                0.00    0.00      16/36          sQuFunDef::sQuFunDef(std::string*, sDefList*, sDefList*, sStmtList*, int, int) [302]
                0.00    0.00      19/36          sQuOpDef::sQuOpDef(std::string*, sDefList*, sDefList*, sStmtList*, int, int) [285]
[250]    0.0    0.00    0.00      36         sRoutDef::sRoutDef(tType const&, std::string*, sDefList*, sDefList*, sStmtList*, int, int) [250]
                0.00    0.00     144/177         sObject::setFlag(ObjFlag, int) [174]
                0.00    0.00      36/312         sDef::sDef(tType const&, std::string*) [162]
-----------------------------------------------
                0.00    0.00       1/36          sProcDef::~sProcDef() [517]
                0.00    0.00      16/36          sQuFunDef::~sQuFunDef() [304]
                0.00    0.00      19/36          sQuOpDef::~sQuOpDef() [287]
[251]    0.0    0.00    0.00      36         sRoutDef::~sRoutDef() [251]
                0.00    0.00      44/44          sDefList::~sDefList() [221]
                0.00    0.00      36/74          sObject::isExtern() const [200]
                0.00    0.00      36/312         sDef::~sDef() [163]
                0.00    0.00       8/8           sStmtList::~sStmtList() <cycle 2> [297]
-----------------------------------------------
                0.00    0.00      34/34          sObject::isRoutDef() const [173]
[252]    0.0    0.00    0.00      34         sDefList::object() const [252]
-----------------------------------------------
                0.00    0.00       4/32          sSubscript::typecheck(SymTable*, SymTable*) [364]
                0.00    0.00      14/32          tType::isCond() const [316]
                0.00    0.00      14/32          sIf::typecheck(SymTable*, SymTable*) <cycle 3> [337]
[253]    0.0    0.00    0.00      32         tType::isQuCond() const [253]
                0.00    0.00      32/122         tType::isQuExpr() const [179]
-----------------------------------------------
                0.00    0.00       1/31          quBaseState::reset(bitvec const&) [101]
                0.00    0.00      30/31          quSubState::opend() [256]
[254]    0.0    0.00    0.00      31         quBaseState::opend() [254]
-----------------------------------------------
                0.00    0.00       2/31          QuHeap::call(sRoutDef*, SymTable*, SymTable*, int, int) [6]
                0.00    0.00       2/31          sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00       4/31          sVarDef::typecheck(SymTable*, SymTable*) [103]
                0.00    0.00       8/31          sRoutDef::typecheck(SymTable*, SymTable*) [73]
                0.00    0.00      15/31          sCall::typecheck(SymTable*, SymTable*) [305]
[255]    0.0    0.00    0.00      31         sObject::isCondDef() const [255]
                0.00    0.00      31/171         sObject::isSet(ObjFlag) const [176]
-----------------------------------------------
                0.00    0.00      30/30          opElementary::apply(quState&) const [9]
[256]    0.0    0.00    0.00      30         quSubState::opend() [256]
                0.00    0.00      30/31          quBaseState::opend() [254]
-----------------------------------------------
                0.00    0.00      30/30          opElementary::apply(quState&) const [9]
[257]    0.0    0.00    0.00      30         quSubState::baseterms() const [257]
                0.00    0.00      30/30          quBaseState::baseterms() const [258]
-----------------------------------------------
                0.00    0.00      30/30          quSubState::baseterms() const [257]
[258]    0.0    0.00    0.00      30         quBaseState::baseterms() const [258]
                0.00    0.00      30/30          termlist::nterms() const [261]
-----------------------------------------------
                0.00    0.00      30/30          sBinOp::typecheck(SymTable*, SymTable*) [317]
[259]    0.0    0.00    0.00      30         tType::isNumber() const [259]
-----------------------------------------------
                0.00    0.00       8/30          sRoutDef::typecheck(SymTable*, SymTable*) [73]
                0.00    0.00       9/30          sObject::isQuDef() const [290]
                0.00    0.00      13/30          sObject::inQuFunDef() const [313]
[260]    0.0    0.00    0.00      30         sObject::isQuFunDef() const [260]
                0.00    0.00      13/369         sQuFunDef::object() const [158]
                0.00    0.00      10/374         sQuOpDef::object() const [157]
                0.00    0.00       7/58          sProcDef::object() const [203]
-----------------------------------------------
                0.00    0.00      30/30          quBaseState::baseterms() const [258]
[261]    0.0    0.00    0.00      30         termlist::nterms() const [261]
-----------------------------------------------
                0.00    0.00      13/29          sCall::typecheck(SymTable*, SymTable*) [305]
                0.00    0.00      16/29          sVar::typecheck(SymTable*, SymTable*) [214]
[262]    0.0    0.00    0.00      29         SymTabComb::getDef(std::string const&) const [262]
                0.00    0.00      53/139         SymTab::getDef(std::string const&) const [177]
-----------------------------------------------
                0.00    0.00      28/28          yyparse() [57]
[263]    0.0    0.00    0.00      28         sList<sExpr>::append(sExpr*) [263]
-----------------------------------------------
                0.00    0.00       1/26          yylex() [99]
                0.00    0.00      10/26          yyrestart(_IO_FILE*) [323]
                0.00    0.00      15/26          yy_flush_buffer(yy_buffer_state*) [300]
[264]    0.0    0.00    0.00      26         yy_load_buffer_state() [264]
-----------------------------------------------
                0.00    0.00      26/26          sCall::typecheck(SymTable*, SymTable*) [305]
[265]    0.0    0.00    0.00      26         tType::isQuConst() const [265]
-----------------------------------------------
                0.00    0.00       1/25          sExit::sExit(sExpr*) [508]
                0.00    0.00       2/25          sFor::sFor(sVar*, sExpr*, sExpr*, sStmtList*, sExpr*) [404]
                0.00    0.00       7/25          sIf::sIf(sExpr*, sStmtList*, sStmtList*) [338]
                0.00    0.00      15/25          sCall::sCall(std::string*, sExprList*, int) [306]
[266]    0.0    0.00    0.00      25         sStmt::sStmt(int) [266]
                0.00    0.00      25/518         sObject::sObject(unsigned int) [151]
                0.00    0.00      25/177         sObject::setFlag(ObjFlag, int) [174]
-----------------------------------------------
                0.00    0.00       1/25          sExit::~sExit() [510]
                0.00    0.00       2/25          sFor::~sFor() <cycle 2> [406]
                0.00    0.00       7/25          sIf::~sIf() <cycle 2> [340]
                0.00    0.00      15/25          sCall::~sCall() [308]
[267]    0.0    0.00    0.00      25         sStmt::~sStmt() [267]
                0.00    0.00      25/518         sObject::~sObject() [152]
-----------------------------------------------
                0.00    0.00      23/23          sExprList::sExprList() [271]
[268]    0.0    0.00    0.00      23         sList<sExpr>::sList() [268]
                0.00    0.00      23/518         sObject::sObject(unsigned int) [151]
-----------------------------------------------
                                  23             sExprList::~sExprList() <cycle 1> [273]
[269]    0.0    0.00    0.00      23         sList<sExpr>::~sList() <cycle 1> [269]
                0.00    0.00      23/518         sObject::~sObject() [152]
                0.00    0.00      19/45          sVar::~sVar() [216]
                                   4             sSubscript::~sSubscript() <cycle 1> [366]
                                   3             sMult::~sMult() <cycle 1> [346]
                                   2             sConcat::~sConcat() <cycle 1> [416]
-----------------------------------------------
                0.00    0.00      23/23          yyparse() [57]
[270]    0.0    0.00    0.00      23         sList<sStmt>::append(sStmt*) [270]
-----------------------------------------------
                0.00    0.00      23/23          yyparse() [57]
[271]    0.0    0.00    0.00      23         sExprList::sExprList() [271]
                0.00    0.00      23/23          sList<sExpr>::sList() [268]
-----------------------------------------------
                                   4             sSubscript::~sSubscript() <cycle 1> [367]
                                   4             sListFunct::~sListFunct() <cycle 1> [363]
                0.00    0.00      15/24          sCall::~sCall() [308]
[272]    0.0    0.00    0.00      23         sExprList::~sExprList() <cycle 1> [272]
                                  23             sExprList::~sExprList() <cycle 1> [273]
-----------------------------------------------
                                  23             sExprList::~sExprList() <cycle 1> [272]
[273]    0.0    0.00    0.00      23         sExprList::~sExprList() <cycle 1> [273]
                                  23             sList<sExpr>::~sList() <cycle 1> [269]
-----------------------------------------------
                0.00    0.00      23/23          sStmtList::typecheck(SymTable*, SymTable*) <cycle 3> [295]
[274]    0.0    0.00    0.00      23         sList<sStmt>::next(void*&) const [274]
-----------------------------------------------
                0.00    0.00       2/23          sBinOp::typecheck(SymTable*, SymTable*) [317]
                0.00    0.00       7/23          sIf::typecheck(SymTable*, SymTable*) <cycle 3> [337]
                0.00    0.00      14/23          tType::isCond() const [316]
[275]    0.0    0.00    0.00      23         tType::isBoolean() const [275]
-----------------------------------------------
                0.00    0.00       4/23          sCall::typecheck(SymTable*, SymTable*) [305]
                0.00    0.00      19/23          sObject::isQuDef() const [290]
[276]    0.0    0.00    0.00      23         sObject::isQuOpDef() const [276]
                0.00    0.00      10/374         sQuOpDef::object() const [157]
                0.00    0.00      10/369         sQuFunDef::object() const [158]
                0.00    0.00       3/58          sProcDef::object() const [203]
-----------------------------------------------
                0.00    0.00      22/22          sCall::typecheck(SymTable*, SymTable*) [305]
[277]    0.0    0.00    0.00      22         tType::isConv(tType const&) const [277]
                0.00    0.00       2/122         tType::isQuExpr() const [179]
-----------------------------------------------
                0.00    0.00      21/21          sConst::sConst(tValue const&) [98]
[278]    0.0    0.00    0.00      21         sExpr::sExpr(tType const&) [278]
                0.00    0.00      21/518         sObject::sObject(unsigned int) [151]
                0.00    0.00      21/1488        tType::tType(BaseType) [137]
                0.00    0.00      21/852         tType::operator=(tType const&) [142]
-----------------------------------------------
                0.00    0.00       1/21          sExit::~sExit() [510]
                0.00    0.00       1/21          sVarDef::~sVarDef() [342]
                0.00    0.00       2/21          sFor::~sFor() <cycle 2> [406]
                0.00    0.00       5/21          sConstDef::~sConstDef() [353]
                0.00    0.00      12/21          sBinOp::~sBinOp() <cycle 1> [294]
[279]    0.0    0.00    0.00      21         sConst::~sConst() [279]
                0.00    0.00      21/21          sConst::~sConst() [280]
-----------------------------------------------
                0.00    0.00      21/21          sConst::~sConst() [279]
[280]    0.0    0.00    0.00      21         sConst::~sConst() [280]
                0.00    0.00      21/96          sExpr::~sExpr() [183]
                0.00    0.00      21/670         tValue::~tValue() [148]
-----------------------------------------------
                0.00    0.00      21/21          sObject::isRoutDef() const [173]
[281]    0.0    0.00    0.00      21         sIf::object() const [281]
-----------------------------------------------
                0.00    0.00       1/21          sVarDef::typecheck(SymTable*, SymTable*) [103]
                0.00    0.00       2/21          tValue::isInt() const [428]
                0.00    0.00       2/21          sListFunct::typecheck(SymTable*, SymTable*) [360]
                0.00    0.00       4/21          sFor::typecheck(SymTable*, SymTable*) <cycle 3> [107]
                0.00    0.00       4/21          sSubscript::typecheck(SymTable*, SymTable*) [364]
                0.00    0.00       8/21          tType::isOrdered() const [334]
[282]    0.0    0.00    0.00      21         tType::isInt() const [282]
-----------------------------------------------
                0.00    0.00       5/20          sVarDef::typecheck(SymTable*, SymTable*) [103]
                0.00    0.00      15/20          sCall::typecheck(SymTable*, SymTable*) [305]
[283]    0.0    0.00    0.00      20         sObject::inFunctDef() const [283]
                0.00    0.00      20/171         sObject::def() const [175]
                0.00    0.00      17/295         sObject::isFunctDef() const [164]
-----------------------------------------------
                0.00    0.00       1/19          sVarDef::typecheck(SymTable*, SymTable*) [103]
                0.00    0.00       1/19          sExit::typecheck(SymTable*, SymTable*) [507]
                0.00    0.00       2/19          sFor::typecheck(SymTable*, SymTable*) <cycle 3> [107]
                0.00    0.00       3/19          sConstDef::typecheck(SymTable*, SymTable*) [392]
                0.00    0.00      12/19          sBinOp::typecheck(SymTable*, SymTable*) [317]
[284]    0.0    0.00    0.00      19         sConst::typecheck(SymTable*, SymTable*) [284]
                0.00    0.00      38/64          tValue::type() const [202]
                0.00    0.00      19/19          tType::isDefined() const [288]
                0.00    0.00      19/111         sExpr::settype(tType const&) [180]
-----------------------------------------------
                0.00    0.00      19/19          yyparse() [57]
[285]    0.0    0.00    0.00      19         sQuOpDef::sQuOpDef(std::string*, sDefList*, sDefList*, sStmtList*, int, int) [285]
                0.00    0.00      19/1488        tType::tType(BaseType) [137]
                0.00    0.00      19/36          sRoutDef::sRoutDef(tType const&, std::string*, sDefList*, sDefList*, sStmtList*, int, int) [250]
-----------------------------------------------
                0.00    0.00      19/19          SymTab::deltree(SymTable::entry*) [205]
[286]    0.0    0.00    0.00      19         sQuOpDef::~sQuOpDef() [286]
                0.00    0.00      19/19          sQuOpDef::~sQuOpDef() [287]
-----------------------------------------------
                0.00    0.00      19/19          sQuOpDef::~sQuOpDef() [286]
[287]    0.0    0.00    0.00      19         sQuOpDef::~sQuOpDef() [287]
                0.00    0.00      19/36          sRoutDef::~sRoutDef() [251]
-----------------------------------------------
                0.00    0.00      19/19          sConst::typecheck(SymTable*, SymTable*) [284]
[288]    0.0    0.00    0.00      19         tType::isDefined() const [288]
-----------------------------------------------
                0.00    0.00       4/19          sVarDef::typecheck(SymTable*, SymTable*) [103]
                0.00    0.00      15/19          sCall::typecheck(SymTable*, SymTable*) [305]
[289]    0.0    0.00    0.00      19         sObject::inQuDef() const [289]
                0.00    0.00      19/171         sObject::def() const [175]
                0.00    0.00      17/19          sObject::isQuDef() const [290]
-----------------------------------------------
                0.00    0.00       2/19          sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00      17/19          sObject::inQuDef() const [289]
[290]    0.0    0.00    0.00      19         sObject::isQuDef() const [290]
                0.00    0.00      19/23          sObject::isQuOpDef() const [276]
                0.00    0.00       9/30          sObject::isQuFunDef() const [260]
-----------------------------------------------
                0.00    0.00      18/18          sStmtList::sStmtList() [296]
[291]    0.0    0.00    0.00      18         sList<sStmt>::sList() [291]
                0.00    0.00      18/518         sObject::sObject(unsigned int) [151]
-----------------------------------------------
                                  18             sStmtList::~sStmtList() <cycle 2> [298]
[292]    0.0    0.00    0.00      18         sList<sStmt>::~sList() <cycle 2> [292]
                0.00    0.00      18/518         sObject::~sObject() [152]
                0.00    0.00      13/15          sCall::~sCall() [307]
                0.00    0.00       1/1           sExit::~sExit() [509]
                                   7             sIf::~sIf() <cycle 2> [339]
                                   2             sFor::~sFor() <cycle 2> [405]
-----------------------------------------------
                0.00    0.00       1/18          sOr::sOr(sExpr*, sExpr*) [503]
                0.00    0.00       2/18          sSub::sSub(sExpr*, sExpr*) [407]
                0.00    0.00       2/18          sConcat::sConcat(sExpr*, sExpr*) [415]
                0.00    0.00       3/18          sEqual::sEqual(sExpr*, sExpr*) [389]
                0.00    0.00       4/18          sLess::sLess(sExpr*, sExpr*) [369]
                0.00    0.00       6/18          sMult::sMult(sExpr*, sExpr*) [345]
[293]    0.0    0.00    0.00      18         sBinOp::sBinOp(sExpr*, sExpr*) [293]
                0.00    0.00      18/75          sExpr::sExpr() [199]
-----------------------------------------------
                                   2             sConcat::~sConcat() <cycle 1> [417]
                                   4             sLess::~sLess() <cycle 1> [371]
                                   6             sMult::~sMult() <cycle 1> [347]
                0.00    0.00       1/24          sOr::~sOr() [505]
                0.00    0.00       2/24          sSub::~sSub() [409]
                0.00    0.00       3/24          sEqual::~sEqual() [391]
[294]    0.0    0.00    0.00      18         sBinOp::~sBinOp() <cycle 1> [294]
                0.00    0.00      18/96          sExpr::~sExpr() [183]
