Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       8/2227902     opBit::opBit(std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>, double) [114]
                0.00    0.00      30/2227902     opElementary::apply(quState&) const [9]
                0.00    0.00      30/2227902     terminfo::terminfo() [113]
                0.00    0.00      35/2227902     quState::mapmask() const [74]
                0.01    0.00  130602/2227902     term::term() [67]
                0.02    0.00  524287/2227902     bitvec::getbits(int, int) const [33]
                0.02    0.00  524287/2227902     term::term(term const&) [21]
                0.04    0.00 1048609/2227902     quSubString::unmap(bitvec const&) const [11]
[28]     3.6    0.09    0.00 2227902         bitvec::bitvec(int, unsigned long) [28]
-----------------------------------------------
                0.01    0.07 1113613/1113613     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[29]     3.1    0.01    0.07 1113613         termlist::hashfunct1(bitvec const&) const [29]
                0.07    0.00 1113613/1129436     bitvec::hashfunct() const [30]
-----------------------------------------------
                0.00    0.00   15823/1129436     termlist::hashfunct2(bitvec const&) const [92]
                0.07    0.00 1113613/1129436     termlist::hashfunct1(bitvec const&) const [29]
[30]     2.8    0.07    0.00 1129436         bitvec::hashfunct() const [30]
-----------------------------------------------
                0.02    0.05  524287/524287      opElementary::apply(quState&) const [9]
[31]     2.6    0.02    0.05  524287         term::operator=(term const&) [31]
                0.03    0.01  524287/2719268     bitvec::operator=(bitvec const&) [20]
                0.01    0.00  524287/3177979     term::ampl() const [34]
                0.00    0.00  524287/5815237     term::vect() const [36]
-----------------------------------------------
                0.03    0.03 1048609/1048609     quSubString::unmap(bitvec const&) const [11]
[32]     2.6    0.03    0.03 1048609         quBaseState::unmap(bitvec const&) const [32]
                0.03    0.00 1048609/3670112     bitvec::bitvec(bitvec const&) [25]
-----------------------------------------------
                0.04    0.02  524287/524287      quSubString::map(bitvec const&) const [19]
[33]     2.4    0.04    0.02  524287         bitvec::getbits(int, int) const [33]
                0.02    0.00  524287/2227902     bitvec::bitvec(int, unsigned long) [28]
-----------------------------------------------
                0.00    0.00   65024/3177979     termlist::add(term const&) <cycle 4> [88]
                0.01    0.00  491520/3177979     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
                0.01    0.00  524287/3177979     term::term(term const&) [21]
                0.01    0.00  524287/3177979     term::operator=(term const&) [31]
                0.03    0.00 1572861/3177979     opMatrix::addterms(terminfo const&) const [10]
[34]     2.4    0.06    0.00 3177979         term::ampl() const [34]
-----------------------------------------------
                0.00    0.00       2/1048576     sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.05    0.00 1048574/1048576     operator|(bitvec const&, bitvec const&) [22]
[35]     2.0    0.05    0.00 1048576         bitvec::operator|=(bitvec const&) [35]
-----------------------------------------------
                0.00    0.00   65024/5815237     termlist::add(term const&) <cycle 4> [88]
                0.00    0.00  507343/5815237     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
                0.00    0.00  524287/5815237     term::term(term const&) [21]
                0.00    0.00  524287/5815237     term::operator=(term const&) [31]
                0.01    0.00 1048574/5815237     opElementary::apply(quState&) const [9]
                0.03    0.00 3145722/5815237     opMatrix::addterms(terminfo const&) const [10]
[36]     2.0    0.05    0.00 5815237         term::vect() const [36]
-----------------------------------------------
                0.02    0.03  491520/491520      termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[37]     1.8    0.02    0.03  491520         std::complex<double> std::operator+<double>(std::complex<double> const&, std::complex<double> const&) [37]
                0.02    0.01  491520/491520      std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [47]
-----------------------------------------------
                0.00    0.00       2/524289      sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.02    0.02  524287/524289      opElementary::apply(quState&) const [9]
[38]     1.5    0.02    0.02  524289         operator&(bitvec const&, bitvec const&) [38]
                0.02    0.00  524289/3670112     bitvec::bitvec(bitvec const&) [25]
                0.00    0.00  524289/524290      bitvec::operator&=(bitvec const&) [131]
-----------------------------------------------
                0.00    0.00       1/1179190     yylex() [99]
                0.00    0.00       1/1179190     quBaseState::reset(bitvec const&) [101]
                0.00    0.00      12/1179190     ext_bit(sRoutDef const*, SymTable const*, int) [5]
                0.00    0.00  130602/1179190     term::term() [67]
                0.02    0.00  524287/1179190     term::term(term const&) [21]
                0.02    0.00  524287/1179190     opMatrix::addterms(terminfo const&) const [10]
[39]     1.4    0.04    0.00 1179190         std::complex<double>::complex(double, double) [39]
-----------------------------------------------
[40]     1.2    0.03    0.00      46+198     <cycle 5 as a whole> [40]
                0.03    0.00      46             quSubString::quSubString(int, int, quState&) <cycle 5> [44]
                0.00    0.00      92             quBaseState::newsubstring(int, int) <cycle 5> [115]
                0.00    0.00      61             quState::newclone() <cycle 5> [116]
                0.00    0.00      45             quSubString::newsubstring(int, int) <cycle 5> [211]
-----------------------------------------------
                0.03    0.00 2719268/2719268     bitvec::operator=(bitvec const&) [20]
[41]     1.2    0.03    0.00 2719268         bitvec::setlen(int) [41]
-----------------------------------------------
                0.00    0.00       1/1572866     quBaseState::reset(bitvec const&) [101]
                0.00    0.00       2/1572866     QuHeap::ncond() const [123]
                0.00    0.00       2/1572866     QuHeap::cmask() const [121]
                0.03    0.00 1572861/1572866     opMatrix::addterms(terminfo const&) const [10]
[42]     1.2    0.03    0.00 1572866         bitvec::length() const [42]
-----------------------------------------------
                0.03    0.00 1113599/1113599     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[43]     1.2    0.03    0.00 1113599         term::setampl(std::complex<double> const&) [43]
-----------------------------------------------
                                  46             quBaseState::newsubstring(int, int) <cycle 5> [115]
[44]     1.2    0.03    0.00      46         quSubString::quSubString(int, int, quState&) <cycle 5> [44]
                0.00    0.00      46/46          quSubState::quSubState(int) [208]
                                  46             quState::newclone() <cycle 5> [116]
-----------------------------------------------
                0.00    0.03  524317/524317      opElementary::apply(quState&) const [9]
[45]     1.2    0.00    0.03  524317         terminfo::~terminfo() [45]
                0.01    0.01  524317/654889      term::~term() [48]
                0.01    0.00  524317/5898014     bitvec::~bitvec() [24]
-----------------------------------------------
                0.01    0.02  524287/524287      quSubString::map(bitvec const&) const [19]
[46]     1.1    0.01    0.02  524287         quBaseState::map(bitvec const&) const [46]
                0.02    0.00  524287/3670112     bitvec::bitvec(bitvec const&) [25]
-----------------------------------------------
                0.02    0.01  491520/491520      std::complex<double> std::operator+<double>(std::complex<double> const&, std::complex<double> const&) [37]
[47]     1.1    0.02    0.01  491520         std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [47]
                0.00    0.00  491520/1540094     std::complex<double>::imag() const [56]
                0.00    0.00  491520/1540094     std::complex<double>::real() const [77]
-----------------------------------------------
                0.00    0.00      12/654889      opMatrix::~opMatrix() [120]
                0.00    0.00   65024/654889      termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
                0.00    0.00   65536/654889      termlist::dellist() [84]
                0.01    0.01  524317/654889      terminfo::~terminfo() [45]
[48]     0.9    0.01    0.01  654889         term::~term() [48]
                0.01    0.00  654889/5898014     bitvec::~bitvec() [24]
-----------------------------------------------
                0.01    0.00  524287/1572896     quSubString::map(bitvec const&) const [19]
                0.01    0.00 1048609/1572896     quSubString::unmap(bitvec const&) const [11]
[49]     0.8    0.02    0.00 1572896         quSubString::mapoffs() const [49]
-----------------------------------------------
                0.00    0.02  524287/524287      opElementary::apply(quState&) const [9]
[50]     0.8    0.00    0.02  524287         quSubState::baseterm(int) const [50]
                0.00    0.02  524287/524287      quBaseState::baseterm(int) const [51]
-----------------------------------------------
                0.00    0.02  524287/524287      quSubState::baseterm(int) const [50]
[51]     0.8    0.00    0.02  524287         quBaseState::baseterm(int) const [51]
                0.02    0.00  524287/524287      termlist::operator[](int) const [52]
-----------------------------------------------
                0.02    0.00  524287/524287      quBaseState::baseterm(int) const [51]
[52]     0.8    0.02    0.00  524287         termlist::operator[](int) const [52]
-----------------------------------------------
                0.01    0.01  507343/507343      termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[53]     0.8    0.01    0.01  507343         operator==(bitvec const&, bitvec const&) [53]
                0.01    0.00  507343/507343      bitvec::testeq(bitvec const&) const [60]
-----------------------------------------------
                0.00    0.00       1/1573195     quBaseState::basebits() const [124]
                0.00    0.00       2/1573195     sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00      30/1573195     opElementary::apply(quState&) const [9]
                0.00    0.00      32/1573195     ext_bit(sRoutDef const*, SymTable const*, int) [5]
                0.00    0.00      35/1573195     quState::mapmask() const [74]
                0.00    0.00      61/1573195     quState::newclone() <cycle 5> [116]
                0.00    0.00     138/1573195     quBaseState::newsubstring(int, int) <cycle 5> [115]
                0.01    0.00  524287/1573195     quSubString::map(bitvec const&) const [19]
                0.01    0.00 1048609/1573195     quSubString::unmap(bitvec const&) const [11]
[54]     0.8    0.02    0.00 1573195         quState::mapbits() const [54]
-----------------------------------------------
                0.01    0.01      30/30          opElementary::apply(quState&) const [9]
[55]     0.7    0.01    0.01      30         quSubState::opbegin() [55]
                0.00    0.01      30/31          quBaseState::opbegin() [72]
-----------------------------------------------
                0.00    0.00  491520/1540094     std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [47]
                0.01    0.00 1048574/1540094     std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [26]
[56]     0.6    0.02    0.00 1540094         std::complex<double>::imag() const [56]
-----------------------------------------------
                0.00    0.01       2/4           chksyntax(_IO_FILE*) [76]
                0.00    0.01       2/4           parseobj() [75]
[57]     0.4    0.00    0.01       4         yyparse() [57]
                0.01    0.00      44/44          sDefList::sDefList() [61]
                0.00    0.00    2346/2346        yylex() [99]
                0.00    0.00     269/269         sList<sDef>::append(sDef*) [166]
                0.00    0.00     268/1488        tType::tType(BaseType) [137]
                0.00    0.00     263/263         sArgDef::sArgDef(tType const&, std::string*) [168]
                0.00    0.00      45/45          sVar::sVar(std::string*) [215]
                0.00    0.00      42/42          std::list<sObject*, std::allocator<sObject*> >::push_back(sObject* const&) [245]
                0.00    0.00      28/28          sList<sExpr>::append(sExpr*) [263]
                0.00    0.00      23/23          sList<sStmt>::append(sStmt*) [270]
                0.00    0.00      23/23          sExprList::sExprList() [271]
                0.00    0.00      19/19          sQuOpDef::sQuOpDef(std::string*, sDefList*, sDefList*, sStmtList*, int, int) [285]
                0.00    0.00      18/18          sStmtList::sStmtList() [296]
                0.00    0.00      16/16          sQuFunDef::sQuFunDef(std::string*, sDefList*, sDefList*, sStmtList*, int, int) [302]
                0.00    0.00      15/15          sCall::sCall(std::string*, sExprList*, int) [306]
                0.00    0.00       7/8           sVarDef::sVarDef(tType const&, std::string*, sExpr*, sExpr*) [331]
                0.00    0.00       7/7           sIf::sIf(sExpr*, sStmtList*, sStmtList*) [338]
                0.00    0.00       6/6           sMult::sMult(sExpr*, sExpr*) [345]
                0.00    0.00       4/177         sObject::setFlag(ObjFlag, int) [174]
                0.00    0.00       4/4           sSubscript::sSubscript(sVar*, sExprList*) [365]
                0.00    0.00       4/4           sLength::sLength(sExpr*) [375]
                0.00    0.00       4/4           sLess::sLess(sExpr*, sExpr*) [369]
                0.00    0.00       4/4           sListFunct::sListFunct(ObjType, sExprList*) [361]
                0.00    0.00       3/5           sConstDef::sConstDef(std::string*, sExpr*) [351]
                0.00    0.00       3/3           sEqual::sEqual(sExpr*, sExpr*) [389]
                0.00    0.00       2/2           objlist::objlist() [414]
                0.00    0.00       2/2           tType::tType(BaseType, int) [410]
                0.00    0.00       2/2           sFor::sFor(sVar*, sExpr*, sExpr*, sStmtList*, sExpr*) [404]
                0.00    0.00       2/2           sSub::sSub(sExpr*, sExpr*) [407]
                0.00    0.00       2/2           sConcat::sConcat(sExpr*, sExpr*) [415]
                0.00    0.00       1/1           sProcDef::sProcDef(std::string*, sDefList*, sDefList*, sStmtList*, int) [515]
                0.00    0.00       1/1           sExit::sExit(sExpr*) [508]
                0.00    0.00       1/1           sOr::sOr(sExpr*, sExpr*) [503]
-----------------------------------------------
                0.00    0.00       1/66          QuHeap::qualloc(int, BaseType) [93]
                0.00    0.00      30/66          opElementary::apply(quState&) const [9]
                0.01    0.00      35/66          quState::mapmask() const [74]
[58]     0.4    0.01    0.00      66         operator~(bitvec const&) [58]
                0.00    0.00      66/3670112     bitvec::bitvec(bitvec const&) [25]
                0.00    0.00      66/68          bitvec::qnot() [201]
-----------------------------------------------
                0.01    0.00  524287/524287      opMatrix::addterms(terminfo const&) const [10]
[59]     0.4    0.01    0.00  524287         bitvec::getword() const [59]
-----------------------------------------------
                0.01    0.00  507343/507343      operator==(bitvec const&, bitvec const&) [53]
[60]     0.4    0.01    0.00  507343         bitvec::testeq(bitvec const&) const [60]
-----------------------------------------------
                0.01    0.00      44/44          yyparse() [57]
[61]     0.4    0.01    0.00      44         sDefList::sDefList() [61]
                0.00    0.00      44/44          sList<sDef>::sList() [219]
-----------------------------------------------
                0.01    0.00       1/1           __libc_csu_init [65]
[62]     0.4    0.01    0.00       1         _GLOBAL__sub_I_qc_check_txt [62]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [496]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.4    0.01    0.00                 bitvec::operator=(unsigned long) [63]
-----------------------------------------------
                                                 <spontaneous>
[64]     0.4    0.01    0.00                 bitvec::testless(bitvec const&) const [64]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.4    0.00    0.01                 __libc_csu_init [65]
                0.01    0.00       1/1           _GLOBAL__sub_I_qc_check_txt [62]
                0.00    0.00       1/1           _GLOBAL__sub_I_noperators [466]
                0.00    0.00       1/1           _GLOBAL__sub_I_nstates [467]
                0.00    0.00       1/1           _GLOBAL__sub_I_nterms [468]
                0.00    0.00       1/1           _GLOBAL__sub_I_main [464]
                0.00    0.00       1/1           _GLOBAL__sub_I_plotfile [469]
                0.00    0.00       1/1           _GLOBAL__sub_I__Z6regstrRK6bitveci [455]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK6QuCond3strEv [460]
                0.00    0.00       1/1           _GLOBAL__sub_I_shell_depth [471]
                0.00    0.00       1/1           _GLOBAL__sub_I_qcl_options [470]
                0.00    0.00       1/1           _GLOBAL__sub_I_yyObjList [472]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4sDef6defineEP8SymTableS1_P6QuHeap [456]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5sExpr4evalEP8SymTableS1_P6QuHeap [457]
                0.00    0.00       1/1           _GLOBAL__sub_I__Z10ext_matrixPK8sRoutDefPK8SymTablei [454]
                0.00    0.00       1/1           _GLOBAL__sub_I_isStateModified [463]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK7sObject6prtstrEi [461]
                0.00    0.00       1/1           _GLOBAL__sub_I_yydebug [473]
                0.00    0.00       1/1           _GLOBAL__sub_I_yyleng [474]
                0.00    0.00       1/1           _GLOBAL__sub_I_isErrorReported [462]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6SymTab7deltreeEPN8SymTable5entryE [458]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN7sVarDef9typecheckEP8SymTableS1_ [459]
                0.00    0.00       1/1           _GLOBAL__sub_I_CONDDEF [453]
                0.00    0.00       1/1           _GLOBAL__sub_I_n_object [465]
-----------------------------------------------
                0.00    0.00       2/47          termlist::termlist(int, int) [91]
                0.00    0.00      14/47          termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
                0.01    0.00      31/47          quBaseState::opbegin() [72]
[66]     0.4    0.01    0.00      47         termlist::clear() [66]
-----------------------------------------------
                0.00    0.00      12/130602      opBit::opBit(std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>, double) [114]
                0.00    0.00      30/130602      terminfo::terminfo() [113]
                0.00    0.01  130560/130602      termlist::newlist() [68]
[67]     0.4    0.00    0.01  130602         term::term() [67]
                0.01    0.00  130602/2227902     bitvec::bitvec(int, unsigned long) [28]
                0.00    0.00  130602/1179190     std::complex<double>::complex(double, double) [39]
-----------------------------------------------
                0.00    0.00       2/16          termlist::termlist(int, int) [91]
                0.00    0.01      14/16          termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[68]     0.4    0.00    0.01      16         termlist::newlist() [68]
                0.00    0.01  130560/130602      term::term() [67]
-----------------------------------------------
                0.00    0.00      32/322         tValue::operator=(tValue const&) [94]
                0.00    0.01     290/322         tValue::tValue(tValue const&) [70]
[69]     0.3    0.00    0.01     322         tValue::assign(tValue const&) [69]
                0.01    0.00      13/46          quState::newclone() <cycle 5> [116]
                0.00    0.00     322/852         tType::operator=(tType const&) [142]
                0.00    0.00     322/1068        tType::ord() const [139]
                0.00    0.00     322/1029        tType::basetype() const [140]
-----------------------------------------------
                0.00    0.00       1/290         __gnu_cxx::new_allocator<tValue>::construct(tValue*, tValue const&) [110]
                0.00    0.00       2/290         tValue::conv(tType const&) const [109]
                0.00    0.00       2/290         SymTab::getVal(std::string const&, ObjType*) const [108]
                0.00    0.00       4/290         sConst::eval(SymTable*, SymTable*, QuHeap*) [105]
                0.00    0.01     281/290         SymTab::put(sDef*, tValue const&) [71]
[70]     0.3    0.00    0.01     290         tValue::tValue(tValue const&) [70]
                0.00    0.01     290/322         tValue::assign(tValue const&) [69]
                0.00    0.00     290/1488        tType::tType(BaseType) [137]
-----------------------------------------------
                0.00    0.00       1/325         sVarDef::define(SymTable*, SymTable*, QuHeap*) [82]
                0.00    0.00       2/325         sFor::typecheck(SymTable*, SymTable*) <cycle 3> [107]
                0.00    0.00       2/325         sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00       3/325         sConstDef::define(SymTable*, SymTable*, QuHeap*) [100]
                0.00    0.00       6/325         sVarDef::typecheck(SymTable*, SymTable*) [103]
                0.00    0.00      36/325         sRoutDef::define(SymTable*, SymTable*, QuHeap*) [95]
                0.00    0.01     275/325         sRoutDef::typecheck(SymTable*, SymTable*) [73]
[71]     0.3    0.00    0.01     325         SymTab::put(sDef*, tValue const&) [71]
                0.00    0.01     281/290         tValue::tValue(tValue const&) [70]
                0.00    0.00     325/367         sObject::isDef() const [160]
                0.00    0.00     325/374         sObject::isValueDef() const [156]
                0.00    0.00     276/276         SymTab::putentry(SymTable::entry*, SymTable::entry*) [165]
-----------------------------------------------
                0.00    0.00       1/31          quBaseState::reset(bitvec const&) [101]
                0.00    0.01      30/31          quSubState::opbegin() [55]
[72]     0.3    0.00    0.01      31         quBaseState::opbegin() [72]
                0.01    0.00      31/47          termlist::clear() [66]
-----------------------------------------------
                0.00    0.01      36/36          qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[73]     0.3    0.00    0.01      36         sRoutDef::typecheck(SymTable*, SymTable*) [73]
                0.00    0.01     275/325         SymTab::put(sDef*, tValue const&) [71]
                0.00    0.00      44/44          sDefList::typecheck(SymTable*, SymTable*) [104]
                0.00    0.00       8/8           sStmtList::typecheck(SymTable*, SymTable*) <cycle 3> [295]
                0.00    0.00     734/21506       sDef::id() const [132]
                0.00    0.00     435/4160        __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [134]
                0.00    0.00     275/357         tValue::tValue() [161]
                0.00    0.00     275/670         tValue::~tValue() [148]
                0.00    0.00     263/265         SymTab::getRef(std::string const&, ObjType*) const [167]
                0.00    0.00     263/295         sObject::isFunctDef() const [164]
                0.00    0.00     263/376         sDef::type() const [155]
                0.00    0.00     263/263         tType::isQuReg() const [172]
                0.00    0.00     263/556         sList<sDef>::next(void*&) const [149]
                0.00    0.00      72/78          SymTab::SymTab(int) [196]
                0.00    0.00      72/78          SymTab::~SymTab() [197]
                0.00    0.00      52/456         sObject::setParent(sObject*) [153]
                0.00    0.00      36/139         SymTab::getDef(std::string const&) const [177]
                0.00    0.00      36/171         sObject::def() const [175]
                0.00    0.00      36/97          sList<sDef>::first(void*&) const [182]
                0.00    0.00      36/74          sObject::isExtern() const [200]
                0.00    0.00       8/255         sObject::isRoutDef() const [173]
                0.00    0.00       8/31          sObject::isCondDef() const [255]
                0.00    0.00       8/10          SymTabComb::SymTabComb(SymTable*, SymTable*) [324]
                0.00    0.00       8/30          sObject::isQuFunDef() const [260]
                0.00    0.00       8/10          SymTabComb::~SymTabComb() [325]
                0.00    0.00       3/3           sObject::isBennet() const [395]
-----------------------------------------------
                0.00    0.00       1/35          QuHeap::qualloc(int, BaseType) [93]
                0.00    0.00       4/35          sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00      30/35          opElementary::apply(quState&) const [9]
[74]     0.2    0.00    0.01      35         quState::mapmask() const [74]
                0.01    0.00      35/66          operator~(bitvec const&) [58]
                0.00    0.00      35/1048609     quSubString::unmap(bitvec const&) const [11]
                0.00    0.00      70/5898014     bitvec::~bitvec() [24]
                0.00    0.00      35/2227902     bitvec::bitvec(int, unsigned long) [28]
                0.00    0.00      35/1573195     quState::mapbits() const [54]
-----------------------------------------------
                0.00    0.01       2/2           qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[75]     0.2    0.00    0.01       2         parseobj() [75]
                0.00    0.01       2/4           yyparse() [57]
-----------------------------------------------
                0.00    0.01       2/2           qclfile(std::string, SymTable*, SymTable*, QuHeap*, sObject*, int) [2]
[76]     0.2    0.00    0.01       2         chksyntax(_IO_FILE*) [76]
                0.00    0.01       2/4           yyparse() [57]
                0.00    0.00       2/4           yyScanFile(_IO_FILE*) [357]
                0.00    0.00       2/2           yyCleanUp() [399]
-----------------------------------------------
                0.00    0.00  491520/1540094     std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [47]
                0.00    0.00 1048574/1540094     std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [26]
[77]     0.2    0.01    0.00 1540094         std::complex<double>::real() const [77]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.2    0.01    0.00                 bitvec::setbit(int, int) [78]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.2    0.01    0.00                 std::complex<double>::imag() [79]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.2    0.01    0.00                 std::complex<double>::real() [80]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.2    0.01    0.00                 std::pow(double, int) [81]
-----------------------------------------------
                0.00    0.00       1/1           qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[82]     0.1    0.00    0.00       1         sVarDef::define(SymTable*, SymTable*, QuHeap*) [82]
                0.00    0.00       1/1           QuHeap::qualloc(int, BaseType) [93]
                0.00    0.00       1/1           QuHeap::addReg(quState*) [96]
                0.00    0.00       1/46          quState::newclone() <cycle 5> [116]
                0.00    0.00       2/32          tValue::operator=(tValue const&) [94]
                0.00    0.00       1/4           sConst::eval(SymTable*, SymTable*, QuHeap*) [105]
                0.00    0.00       1/325         SymTab::put(sDef*, tValue const&) [71]
                0.00    0.00       4/670         tValue::~tValue() [148]
                0.00    0.00       2/357         tValue::tValue() [161]
                0.00    0.00       2/7           tValue::isError() const [344]
                0.00    0.00       2/2           tValue::toInt() const [429]
                0.00    0.00       1/122         tType::isQuExpr() const [179]
                0.00    0.00       1/376         sDef::type() const [155]
                0.00    0.00       1/1           sDef::basetype() [506]
                0.00    0.00       1/6           sObject::isGlobal() const [348]
                0.00    0.00       1/9           tValue::qustate() const [329]
                0.00    0.00       1/171         sObject::def() const [175]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[83]     0.1    0.00    0.00       1         QuHeap::~QuHeap() [83]
                0.00    0.00       1/1           quBaseState::~quBaseState() [86]
                0.00    0.00       5/5898014     bitvec::~bitvec() [24]
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::empty() const [438]
                0.00    0.00       1/1           std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> >::empty() const [538]
                0.00    0.00       1/1           std::vector<QuHeap::centry, std::allocator<QuHeap::centry> >::empty() const [535]
                0.00    0.00       1/1           std::vector<tValue, std::allocator<tValue> >::pop_back() [566]
                0.00    0.00       1/1           std::vector<tValue, std::allocator<tValue> >::~vector() [568]
                0.00    0.00       1/1           std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> >::~vector() [572]
                0.00    0.00       1/1           std::vector<QuHeap::centry, std::allocator<QuHeap::centry> >::~vector() [570]
-----------------------------------------------
                0.00    0.00       2/2           termlist::~termlist() [85]
[84]     0.1    0.00    0.00       2         termlist::dellist() [84]
                0.00    0.00   65536/654889      term::~term() [48]
-----------------------------------------------
                0.00    0.00       2/2           quBaseState::~quBaseState() [87]
[85]     0.1    0.00    0.00       2         termlist::~termlist() [85]
                0.00    0.00       2/2           termlist::dellist() [84]
-----------------------------------------------
                0.00    0.00       1/1           QuHeap::~QuHeap() [83]
[86]     0.1    0.00    0.00       1         quBaseState::~quBaseState() [86]
                0.00    0.00       1/1           quBaseState::~quBaseState() [87]
-----------------------------------------------
                0.00    0.00       1/1           quBaseState::~quBaseState() [86]
[87]     0.1    0.00    0.00       1         quBaseState::~quBaseState() [87]
                0.00    0.00       2/2           termlist::~termlist() [85]
                0.00    0.00       1/46          quState::~quState() [209]
-----------------------------------------------
                               65024             termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[88]     0.1    0.00    0.00   65024         termlist::add(term const&) <cycle 4> [88]
                0.00    0.00   65024/3177979     term::ampl() const [34]
                0.00    0.00   65024/5815237     term::vect() const [36]
                               65024             termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[89]     0.1    0.00    0.00       1         QuHeap::QuHeap(int, int) [89]
                0.00    0.00       1/1           quBaseState::quBaseState(int, int) [90]
                0.00    0.00       8/2227902     bitvec::bitvec(int, unsigned long) [28]
                0.00    0.00       3/2719268     bitvec::operator=(bitvec const&) [20]
                0.00    0.00       3/5898014     bitvec::~bitvec() [24]
                0.00    0.00       2/68          bitvec::qnot() [201]
                0.00    0.00       1/1           std::vector<QuHeap::centry, std::allocator<QuHeap::centry> >::vector() [569]
                0.00    0.00       1/1           std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> >::vector() [571]
                0.00    0.00       1/1           std::vector<tValue, std::allocator<tValue> >::vector() [567]
                0.00    0.00       1/1           QuHeap::init() [511]
-----------------------------------------------
                0.00    0.00       1/1           QuHeap::QuHeap(int, int) [89]
[90]     0.1    0.00    0.00       1         quBaseState::quBaseState(int, int) [90]
                0.00    0.00       2/2           termlist::termlist(int, int) [91]
                0.00    0.00       1/1           quBaseState::reset(bitvec const&) [101]
                0.00    0.00       1/2227902     bitvec::bitvec(int, unsigned long) [28]
                0.00    0.00       1/5898014     bitvec::~bitvec() [24]
                0.00    0.00       1/47          quState::quState(int) [207]
-----------------------------------------------
                0.00    0.00       2/2           quBaseState::quBaseState(int, int) [90]
[91]     0.1    0.00    0.00       2         termlist::termlist(int, int) [91]
                0.00    0.00       2/16          termlist::newlist() [68]
                0.00    0.00       2/47          termlist::clear() [66]
                0.00    0.00       2/2           duallog(int) [398]
-----------------------------------------------
                0.00    0.00   15823/15823       termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[92]     0.0    0.00    0.00   15823         termlist::hashfunct2(bitvec const&) const [92]
                0.00    0.00   15823/1129436     bitvec::hashfunct() const [30]
-----------------------------------------------
                0.00    0.00       1/1           sVarDef::define(SymTable*, SymTable*, QuHeap*) [82]
[93]     0.0    0.00    0.00       1         QuHeap::qualloc(int, BaseType) [93]
